timestamp_ms,open,high,low,close,volume
1672531200000,49873.028361046636,50043.55293294053,49789.284288240306,49789.284288240306,3169.909777518663
1672531260000,50100.842861596895,50270.575626182756,49814.423917806016,50186.829034111535,2715.4621447268714
1672531320000,50047.99496181967,50254.44739368063,49903.04423218072,50107.6957917147,4856.164879937422
1672531380000,50550.31832888959,50639.03964444137,50297.40955734326,50491.99226634786,3018.9535797246303
1672531440000,50646.055603187924,50900.45015873621,50610.382322653204,50634.62890284351,2360.6123798266394
1672531500000,50500.2904527092,51051.006670500494,49884.97451682469,50099.44287229676,6132.709246476849
1672531560000,50537.05155227727,50640.91812585409,50107.248821242814,50640.88590789827,5653.274657783545
1672531620000,50392.96510801813,50590.649036091105,50232.49754440157,50488.83808022038,4207.48130969091
1672531680000,50546.2373816107,50668.029035181535,50431.179916346955,50629.2795570432,5080.555479972473
1672531740000,50662.51300980411,50831.01782174676,50556.544053292426,50561.31038916905,2360.332563515372
1672531800000,50979.699262131515,51080.92606812383,50541.98277514649,50790.269090884096,3318.6238659843375
1672531860000,50592.59430513759,51082.17379067045,50119.96829677439,50402.33926584927,4882.356263045447
1672531920000,50355.68244325166,50802.243730673974,49977.01673665804,50321.59937600085,1585.009729824937
1672531980000,50302.03975669728,50934.3676833364,49635.666576656,50066.15643687932,4711.827489601954
1672532040000,50009.39896859642,50503.639034333966,49874.76315690781,49874.76315690781,5083.4420580545675
1672532100000,49648.71900330947,50280.97621146646,49503.37126247868,49756.11501669298,4098.645639432664
1672532160000,49587.307772070955,49885.06988719115,49170.25888046327,49309.23986173907,6249.45225971255
1672532220000,49155.05031527851,49443.99651067012,48866.731838391184,49168.69059361056,2957.9202534202936
1672532280000,49405.3016392416,49613.24699907152,49037.91032368114,49245.57567017112,2736.847037400174
1672532340000,49565.36974930613,49765.297710154875,49502.79121259528,49502.79121259528,5860.48804843282
1672532400000,49187.720957735655,49447.03302008572,48990.6224804474,49083.95040538366,6592.287507439056
1672532460000,48656.18259886648,48706.490459684326,48235.29664487063,48675.558224596665,4279.4567765348
1672532520000,48328.92214114506,48665.68952302917,48189.43489801579,48229.594132736755,2492.137244035069
1672532580000,48456.85186891787,48664.947133496884,48240.03638494505,48480.17000790619,3556.4921623617743
1672532640000,48019.910974606086,48505.42640982881,47436.61538898125,48267.1061513334,2510.1749846164626
1672532700000,48684.60542100058,48756.10062607926,48476.16751558501,48645.90844621773,5057.118232137007
1672532760000,48480.77913125054,48869.49803242672,48453.039658198926,48483.23258865978,3732.2557846815707
1672532820000,48858.14382470076,49245.948100713285,48642.10375445803,48846.015842856046,5719.197435551673
1672532880000,48953.396800903945,49112.1933556153,48538.39393249572,48984.49022554248,5424.550950684564
1672532940000,49210.37858510365,49475.13777792457,49049.44685509708,49221.930204969656,5846.195016274279
1672533000000,49450.20720892417,49545.83018995616,49270.71999992625,49418.85319613699,5907.776030261951
1672533060000,49052.92917105358,49133.4002667509,49014.3343235075,49022.723621204925,2422.5781063692198
1672533120000,48740.81752330992,48847.96592834796,48566.997733959615,48847.96592834796,3077.0407442716837
1672533180000,48749.70779004164,48758.12868853785,48521.016461949715,48694.41757055704,5013.711408471586
1672533240000,48932.59189329302,49341.90417946699,48864.41797531036,49010.4827460598,6327.896765979464
1672533300000,49172.62327972457,49622.654919575725,48896.0662803811,49061.25113564255,2129.479843254584
1672533360000,49404.204308036016,49508.88653908788,49284.203751716894,49364.12422308346,3800.682777741468
1672533420000,49735.68013733135,49954.66327914576,49501.22415487655,49843.37003184586,3045.612915672411
1672533480000,49383.88900494803,49529.62322742212,49051.012589613165,49513.12060744906,3691.4199068733096
1672533540000,49102.21166367253,49133.63116015119,48945.742975159475,49036.02408259831,2514.735118414991
1672533600000,49048.61307731501,49176.87991884436,48714.47849535731,49176.87991884436,5777.009771073595
1672533660000,49528.31462743188,50019.63629478427,48818.38713213337,49514.54620455239,4333.851421345909
1672533720000,49985.77598980999,50321.567582458054,49883.87460428954,49883.87460428954,5498.205873605479
1672533780000,49745.64937318932,50284.269144643025,49463.16037751574,49463.16037751574,2206.262865368627
1672533840000,49674.46483994255,49686.378943916585,49394.25273938785,49603.77767962261,5576.1361777807615
1672533900000,49275.333804900234,49459.218876373656,48829.1476394124,49140.12075338503,3192.9528263863563
1672533960000,49087.2791434139,49186.36772288295,48973.25207178334,49025.513759172565,3440.5292764700566
1672534020000,49261.119692888824,49466.84775481171,48854.20113971341,49369.284653150644,3853.191682169754
1672534080000,49160.46398930068,49269.610056754966,49109.36749988062,49109.36749988062,5501.084112848908
1672534140000,48888.27787850897,49105.45296987755,48819.47730030864,48984.74876738048,5615.400935304302
1672534200000,49292.4038715599,49320.03248767916,49083.4227117489,49275.88914691921,4339.731971481773
1672534260000,49256.525537019916,49346.55022689411,49221.68770357232,49221.68770357232,4325.322442267968
1672534320000,49684.68278337338,49838.107983789894,49437.47795918834,49752.87474213669,4573.799374916352
1672534380000,49391.86308485079,49503.83912957079,49028.3746942809,49441.349067100644,3657.730707659881
1672534440000,49420.36459272286,49984.5186503649,48891.23432544131,49385.16303225888,2234.3963947104085
1672534500000,48966.58571447106,49508.85354814071,48361.29068946101,49262.64672316745,3535.3221761449895
1672534560000,49284.90205247863,49782.86852875731,48674.623251599995,48908.00572258757,2035.4908114065597
1672534620000,48572.452104770826,48672.40134523033,48300.140646365755,48623.38114319558,2580.2653653118196
1672534680000,48854.688365801754,48879.84608359947,48817.640233592036,48843.35579163577,3650.6725820333068
1672534740000,48409.55713984673,48512.71328643545,47846.91286282733,48512.71328643545,3896.0352828955074
1672534800000,48143.108927817455,48175.72175905631,48034.40978664121,48166.13981879019,4481.718193407715
1672534860000,47812.47514179567,47954.84674703043,47633.16306957184,47857.73242108662,3488.5860478272166
1672534920000,48327.494702920216,48784.56865434666,48116.17743582174,48116.17743582174,3471.004529869613
1672534980000,47794.09429157138,47990.470037909945,47294.372897272275,47572.55081093875,2709.4045932209547
1672535040000,47994.909968411754,48415.170353222435,47934.275503753146,48137.51735596804,5380.531642636442
1672535100000,48318.131753864895,48649.66013102918,47959.64436886677,48127.95107973709,4531.448475299335
1672535160000,48105.15071243093,48226.65907576604,48039.198911809726,48093.12747379669,4670.541274971576
1672535220000,47951.60307137165,47979.55764098477,47945.09096731126,47947.27432775533,1795.1576877645848
